dataset,model_id,item_block,RMSSE,WAPE,MAE,nodes
Favorita,gts_placebo,item_block_02,0.8011353613984334,0.6746284233891636,1.5556509090272128,3
Favorita,gts_placebo,item_block_03,1.0584673023157631,0.6176270891146535,164.79323739349528,3
Favorita,gts_placebo,item_block_04,0.5239067687297951,0.7502794935712247,3.5281205528942996,3
Favorita,gts_placebo,item_block_05,0.5895992696004269,0.6709146155508099,4.687872941847201,3
Favorita,gts_placebo,item_block_06,1.3862931874347522,0.6186955709748746,11.740145304846385,3
Favorita,gts_placebo,item_block_07,2.5267525509635527,0.6922854136316894,12.182938863045322,3
Favorita,gts_placebo,item_block_08,1.2522207213652066,0.67188247111908,8.486410996270557,3
Favorita,gts_placebo,item_block_09,0.8709938111233642,0.5179889480701713,4.25033195592739,3
Favorita,gts_placebo,item_block_10,1.1383172625599645,0.8202430220057587,4.641648175303267,3
Favorita,gts_placebo,item_block_11,0.3607609998717607,1.0864897334582289,4.0786226701050525,3
Favorita,gts_placebo,item_block_12,1.3197356604754304,0.42521909077568976,36.686548913597434,3
Favorita,gts_placebo,item_block_13,0.8450476184532297,0.4755579377108173,28.696712411900677,3
Favorita,gts_placebo,item_block_14,0.3867597307169644,1.4367495111316402,0.9921160214654511,3
Favorita,gts_placebo,item_block_15,0.906596577156745,0.6092624567675201,2.0258068694245246,3
Favorita,gts_placebo,item_block_16,0.3995853768297379,2.502413829568757,1.7613657060493197,3
Favorita,gts_placebo,item_block_17,0.20837943988978427,0.49787119756044074,4.651762177704503,3
Favorita,gts_placebo,item_block_18,0.7998879438087925,0.5671916104944309,26.029415760406113,3
Favorita,gts_placebo,item_block_19,0.5094647429419017,0.49102604972182534,3.9152693288036122,3
Favorita,gts_placebo,item_block_20,0.33957963622571435,0.7281068526052744,2.720500540796411,3
Favorita,gts_placebo,item_block_21,0.551555323990267,0.626662633633847,1.8457504648853231,3
Favorita,gts_placebo,item_block_22,0.4924713306089406,0.6351758449169487,5.606292050982279,3
Favorita,gts_placebo,item_block_23,0.6553817956253645,0.7211249761392535,2.693776228637607,3
Favorita,gts_placebo,item_block_24,0.18464187314185387,0.6303268358330404,2.126021927468991,3
Favorita,gts_placebo,item_block_25,0.7138434075478367,0.3617434383906113,4.944186219462642,3
Favorita,gts_placebo,item_block_26,0.6178959170668727,0.7328377257230818,1.5367279413437087,3
Favorita,gts_placebo,item_block_27,0.5648731056087258,0.6162419487281356,6.161661438841038,3
Favorita,gts_placebo,item_block_28,0.7628153966056914,0.4446708008863973,4.309301778122231,3
Favorita,gts_placebo,item_block_29,0.897515085202079,0.40321699741886197,4.421392276488914,3
Favorita,itransformer,item_block_00,0.5922835471831251,0.5858103452552742,13.07002365557605,3
Favorita,itransformer,item_block_01,1.502209265744166,0.604614698967337,5.667124495935188,3
Favorita,itransformer,item_block_02,0.7768278779957362,0.6788622984060866,1.5648015664998818,3
Favorita,itransformer,item_block_03,0.6580406673295969,0.3500068339894035,94.64627174599461,3
Favorita,itransformer,item_block_04,0.5221300783664885,0.7493117771326888,3.423947346746606,3
Favorita,itransformer,item_block_05,0.5912018973306836,0.6770624832770125,4.749202681754632,3
Favorita,itransformer,item_block_06,1.3700645428502725,0.5951566716166082,11.375633035702679,3
Favorita,itransformer,item_block_07,2.530659291831907,0.6817028460495673,12.023227921238652,3
Favorita,itransformer,item_block_08,1.354902532897023,0.7237656498545071,9.12167029264112,3
Favorita,itransformer,item_block_09,0.8824047109088045,0.5386359859654832,4.330963692967854,3
Favorita,itransformer,item_block_10,1.0760125157731715,0.8011050436511546,4.523296095312587,3
Favorita,itransformer,item_block_11,0.3859510651829933,0.9123676503297617,4.180633994795027,3
Favorita,itransformer,item_block_12,1.1417618816591766,0.36667280558799403,31.07319606485821,3
