task_id,dataset,forecast_origin,seed,model_id,coverage,offdiag_edges,matrix_sha256
v1_0114_favorita_20170329_tcn_stat_confidence_s47,Favorita,2017-03-29,47,tcn_stat_confidence,1.0,486,6c66febe6270f1101fe68312b95184d6558449773403aa425fde8ef2c0e3a38b
v1_0115_favorita_20170426_tcn_stat_confidence_s13,Favorita,2017-04-26,13,tcn_stat_confidence,1.0,490,8d179bcaeb255db7d4d7c9472d1f7cdce324ad76ac4352b1eba306b5736d0c78
v1_0116_favorita_20170426_tcn_stat_confidence_s29,Favorita,2017-04-26,29,tcn_stat_confidence,1.0,490,8d179bcaeb255db7d4d7c9472d1f7cdce324ad76ac4352b1eba306b5736d0c78
v1_0117_favorita_20170426_tcn_stat_confidence_s47,Favorita,2017-04-26,47,tcn_stat_confidence,1.0,490,8d179bcaeb255db7d4d7c9472d1f7cdce324ad76ac4352b1eba306b5736d0c78
v1_0118_store_item_20170522_tcn_stat_confidence_s13,Store Item,2017-05-22,13,tcn_stat_confidence,1.0,450,0a5ab21a602b06de0be39cef52dccbe0a48d4951f93651e45e6bb08934145eb2
v1_0119_store_item_20170522_tcn_stat_confidence_s29,Store Item,2017-05-22,29,tcn_stat_confidence,1.0,450,0a5ab21a602b06de0be39cef52dccbe0a48d4951f93651e45e6bb08934145eb2
v1_0120_store_item_20170522_tcn_stat_confidence_s47,Store Item,2017-05-22,47,tcn_stat_confidence,1.0,450,0a5ab21a602b06de0be39cef52dccbe0a48d4951f93651e45e6bb08934145eb2
v1_0121_store_item_20170619_tcn_stat_confidence_s13,Store Item,2017-06-19,13,tcn_stat_confidence,1.0,450,2f26f301d7053aa299ee7bbadbb6015686bbed92508faef7a1902ff449843876
v1_0122_store_item_20170619_tcn_stat_confidence_s29,Store Item,2017-06-19,29,tcn_stat_confidence,1.0,450,2f26f301d7053aa299ee7bbadbb6015686bbed92508faef7a1902ff449843876
v1_0123_store_item_20170619_tcn_stat_confidence_s47,Store Item,2017-06-19,47,tcn_stat_confidence,1.0,450,2f26f301d7053aa299ee7bbadbb6015686bbed92508faef7a1902ff449843876
v1_0124_store_item_20170717_tcn_stat_confidence_s13,Store Item,2017-07-17,13,tcn_stat_confidence,1.0,450,5a4efc13bb3da6f7184233b80110b671e7c1b3d87f805ce90ccf2e55dc02b128
v1_0125_store_item_20170717_tcn_stat_confidence_s29,Store Item,2017-07-17,29,tcn_stat_confidence,1.0,450,5a4efc13bb3da6f7184233b80110b671e7c1b3d87f805ce90ccf2e55dc02b128
v1_0126_store_item_20170717_tcn_stat_confidence_s47,Store Item,2017-07-17,47,tcn_stat_confidence,1.0,450,5a4efc13bb3da6f7184233b80110b671e7c1b3d87f805ce90ccf2e55dc02b128
v1_0343_m5_20151207_gts_native_s13,M5,2015-12-07,13,gts_native,0.9666666666666667,1661,10c868f233dac3641ebdbef28836f4eb63b4f3753b149f01349a00294807e01e
v1_0344_m5_20151207_gts_native_s29,M5,2015-12-07,29,gts_native,1.0,2233,35f5a5fd5ebae0775b4f855ebb61ebf1474adf5f20034429a7f74e6f8731cfbe
