dataset,model_id,seed,RMSSE,WAPE,MAE,origins
M5,tcn_no_graph,29,0.6102529794716434,0.6965681472291051,2.577708553246385,3
M5,tcn_no_graph,47,0.6302313456333924,0.7388374192220247,2.836631704301317,3
M5,tcn_stat_confidence,13,0.6548338464725701,0.8582559245452995,3.143940044837023,3
M5,tcn_stat_confidence,29,0.6405642494182706,0.829783004844579,2.9982911045934078,3
M5,tcn_stat_confidence,47,0.6639270823905802,0.8146667797552452,3.112999863440551,3
M5,tcn_stat_equal,13,0.6420990151476637,0.8028531680100532,3.0569275477132387,3
M5,tcn_stat_equal,29,0.7214140467963062,1.062706392727292,4.177611776165388,3
M5,tcn_stat_equal,47,0.6557840998802597,0.7791161492377622,2.950674493124255,3
M5,tcn_stat_placebo,13,0.6442586776922241,0.7879872670169545,2.939713000695384,3
M5,tcn_stat_placebo,29,0.6154759941577576,0.689311100602581,2.5301425394764734,3
M5,tcn_stat_placebo,47,0.6794095075190624,0.8109576074718384,3.1863340603111303,3
M5,tcn_target_only,13,0.6779506725334913,0.8438459261404048,3.2629799866684217,3
M5,tcn_target_only,29,0.6242990453000398,0.7419968099513307,2.843809821485251,3
M5,tcn_target_only,47,0.6831754525505547,0.9000458097491378,3.331953935402017,3
M5,timemixerpp,13,0.6369207322837267,0.8872542812429328,3.159112066093576,3
M5,timemixerpp,29,0.6252233513038566,0.7642314825566628,2.722125778332964,3
M5,timemixerpp,47,0.6316690587490617,0.7976758301702659,3.014023168727992,3
Store Item,dlinear,13,0.8771387479139259,0.14116194117606098,9.259381495960175,3
Store Item,dlinear,29,0.7860623992461767,0.12410238359420984,8.135339747661005,3
Store Item,dlinear,47,0.817447003988041,0.12736678569965945,8.335502662986675,3
Store Item,global_lightgbm,13,0.8072511284022837,0.12867817407730228,8.429270521168986,3
Store Item,gts_native,13,1.3317755555232214,0.23813049951857843,15.587802377327408,3
Store Item,gts_native,29,1.3996111134696292,0.26380540905132044,17.337128177900166,3
Store Item,gts_native,47,1.2644118026554292,0.23410997528486213,15.351859456773788,3
Store Item,gts_no_graph,13,1.131323075993717,0.19983857803628136,13.097768304461525,3
Store Item,gts_no_graph,29,1.1113643460219016,0.19031697677721984,12.477097383251897,3
Store Item,gts_no_graph,47,1.0626849857293763,0.18642471237849703,12.220338374092465,3
Store Item,gts_placebo,13,1.5884374989658465,0.3033744219049313,20.022376169351045,3
Store Item,gts_placebo,29,2.1979149286442947,0.4340101620630569,28.468509588165887,3
Store Item,gts_placebo,47,1.2768757960162083,0.2352017579760318,15.431726476250503,3
Store Item,itransformer,13,1.2267158448712399,0.21112056034959378,13.793374573238312,3
Store Item,itransformer,29,0.7730271791506823,0.12227665150465206,8.033959777645334,3
Store Item,itransformer,47,0.7052250262866915,0.10989494436289242,7.193796180543445,3
Store Item,mage_native,13,0.9493922468358352,0.15371128291051128,10.065053143198528,3
Store Item,mage_native,29,0.8927530088940906,0.1434647015131516,9.37613348254451,3
Store Item,mage_native,47,0.9401570605343328,0.15196605050095788,9.942154465529024,3
Store Item,mage_no_graph,13,0.8763622947498181,0.14196448488250998,9.293171858787536,3
Store Item,mage_no_graph,29,0.9095586745946372,0.14535562724465131,9.525903553937477,3
Store Item,mage_no_graph,47,0.8395553099766361,0.1333721601662258,8.736198239982443,3
Store Item,mage_placebo,13,0.9495240229696392,0.1537276610583571,10.06618131304544,3
Store Item,mage_placebo,29,0.8927668763703025,0.14345964489435287,9.37581370974344,3
Store Item,mage_placebo,47,0.940180354018228,0.1519686361203162,9.942346311877014,3
Store Item,mixlinear,13,0.6962896217548965,0.10837444559543553,7.096575476505138,3
Store Item,mixlinear,29,0.6949993090085984,0.10788732245494566,7.066972297966164,3
Store Item,mixlinear,47,0.7024949403859112,0.10943204048954595,7.1685545488640114,3
Store Item,mtgnn_native,13,0.8027139425697684,0.1290626515552266,8.45111898240589,3
Store Item,mtgnn_native,29,1.1931512752853923,0.21267702819270443,14.04470580595511,3
Store Item,mtgnn_native,47,0.9400409338303432,0.1614591549237143,10.587332488493944,3
Store Item,mtgnn_no_graph,13,0.9195177203698508,0.14819078700646918,9.709357291806944,3
Store Item,mtgnn_no_graph,29,1.2435382793597658,0.22135975645268813,14.627614625421153,3
Store Item,mtgnn_no_graph,47,0.9426379769704957,0.15335924973468976,10.039425300921081,3
Store Item,mtgnn_placebo,13,0.8037272424392348,0.12926104339472405,8.463980595649234,3
Store Item,mtgnn_placebo,29,0.922532651375958,0.155813513921783,10.20445947192964,3
Store Item,mtgnn_placebo,47,0.9472838464422884,0.1644390716042897,10.78053525856563,3
Store Item,nlinear,13,0.7308355920175013,0.11393704606386384,7.466117617945192,3
Store Item,nlinear,29,0.8127396967114294,0.12743583755797228,8.348769805292603,3
Store Item,nlinear,47,0.7660151359857612,0.11997551645750582,7.867654861218084,3
Store Item,patchtst,13,0.6965744076343426,0.10822280453087114,7.088271283346509,3
