dataset,model_id,horizon_step,MAE,WAPE
Favorita,itransformer,15,7.519341556120803,0.4335905879796926
Favorita,itransformer,16,9.552269658611882,0.5496444337546545
Favorita,itransformer,17,8.83719570202592,0.4332275751803422
Favorita,itransformer,18,11.354996687210637,0.3886116472453343
Favorita,itransformer,19,12.983122753618677,0.43747369784019496
Favorita,itransformer,20,8.715105858776305,0.44573126841224414
Favorita,itransformer,21,7.580180874246139,0.4452597915329835
Favorita,itransformer,22,8.334254691667025,0.41412104247230963
Favorita,itransformer,23,6.645010988910993,0.4474350139555791
Favorita,itransformer,24,8.454111283943977,0.44862922127895444
Favorita,itransformer,25,10.042349159423216,0.3761885731550857
Favorita,itransformer,26,19.24956194795208,0.5110791908871366
Favorita,itransformer,27,7.823528248145256,0.4669837647572601
Favorita,itransformer,28,5.73580113682482,0.4043483661448948
Favorita,mage_native,1,7.071764720553233,0.3783474491484728
Favorita,mage_native,2,7.377681034091676,0.4253153875073817
Favorita,mage_native,3,8.889098065387872,0.3881971095786908
Favorita,mage_native,4,13.716107767682383,0.43666116914327285
Favorita,mage_native,5,12.814119571015054,0.41656772063084
Favorita,mage_native,6,11.32862217317301,0.44707364604447136
Favorita,mage_native,7,6.984562696921237,0.3788212802450475
Favorita,mage_native,8,7.185072189477491,0.3558090360900619
Favorita,mage_native,9,7.95360567930304,0.43458637314493215
Favorita,mage_native,10,6.593348386508907,0.352740178281236
Favorita,mage_native,11,11.25701836360745,0.42742507424050735
Favorita,mage_native,12,16.398400295130266,0.4378938480419192
Favorita,mage_native,13,7.634079525888794,0.41825043538514184
Favorita,mage_native,14,7.042105686521721,0.44918791346612125
Favorita,mage_native,15,7.767238015517086,0.4517456541819656
Favorita,mage_native,16,7.907997339878829,0.4503604583730647
Favorita,mage_native,17,8.256769106849845,0.4073016847841638
Favorita,mage_native,18,11.106678362664432,0.38400139169677594
Favorita,mage_native,19,11.869898366642955,0.4003273506381727
Favorita,mage_native,20,7.618592094142496,0.3899929032286915
Favorita,mage_native,21,6.991653368677254,0.41246043130610044
Favorita,mage_native,22,8.308191228471696,0.4139064315765413
Favorita,mage_native,23,6.96456484451522,0.4691196720861548
Favorita,mage_native,24,8.449021410958174,0.44580185914173615
Favorita,mage_native,25,10.710194346308707,0.40218554082649965
Favorita,mage_native,26,16.254062129835056,0.42164858559390017
Favorita,mage_native,27,6.813080266902776,0.40800680955958374
Favorita,mage_native,28,6.19882773593942,0.43955732194634095
Favorita,mage_no_graph,1,7.435848245172715,0.40235271287731184
Favorita,mage_no_graph,2,7.500314850921536,0.4361476944263526
Favorita,mage_no_graph,3,8.948630740854567,0.3901276231614976
Favorita,mage_no_graph,4,13.153436307262998,0.4170567455424848
Favorita,mage_no_graph,5,13.505155585646445,0.43835699247117554
Favorita,mage_no_graph,6,11.16274509076144,0.43779430760669846
Favorita,mage_no_graph,7,6.863942905113009,0.3724394028296818
Favorita,mage_no_graph,8,7.257542122130707,0.3596650865397264
Favorita,mage_no_graph,9,8.058657300982762,0.44134974681721656
Favorita,mage_no_graph,10,6.24630763783223,0.33430049859651606
Favorita,mage_no_graph,11,10.193421235829046,0.38629321359878666
Favorita,mage_no_graph,12,16.067422651692674,0.4292846799250731
Favorita,mage_no_graph,13,7.668765925731004,0.4200686880234266
Favorita,mage_no_graph,14,6.7431710812692565,0.43099530348953136
Favorita,mage_no_graph,15,7.268869761368375,0.42311932914301925
Favorita,mage_no_graph,16,7.970687001784918,0.45238898285945467
Favorita,mage_no_graph,17,8.40039548077678,0.42197596093097006
Favorita,mage_no_graph,18,10.502285570605302,0.35887497599688034
Favorita,mage_no_graph,19,11.8273988557738,0.39689804001706075
Favorita,mage_no_graph,20,7.162305677445307,0.3661760086132576
Favorita,mage_no_graph,21,6.758912564273694,0.3971771056148418
Favorita,mage_no_graph,22,7.999739006929744,0.39811653711211403
Favorita,mage_no_graph,23,7.0984229090060165,0.47832074779571904
Favorita,mage_no_graph,24,7.911070270597198,0.41721266527054746
Favorita,mage_no_graph,25,10.748931079449845,0.4041576968822382
Favorita,mage_no_graph,26,16.88923938177342,0.4395056714726126
Favorita,mage_no_graph,27,6.820804158544146,0.40859481907324885
Favorita,mage_no_graph,28,5.7851464187157235,0.4104008484988069
Favorita,mage_placebo,1,6.932171421774007,0.3714171103099958
Favorita,mage_placebo,2,7.3445400588806535,0.4230204957432902
Favorita,mage_placebo,3,8.891790544583152,0.38827722252241087
Favorita,mage_placebo,4,13.297511909892897,0.42320160384986455
Favorita,mage_placebo,5,12.670878019441425,0.41285455171383223
Favorita,mage_placebo,6,11.305790670992186,0.44608246421138453
Favorita,mage_placebo,7,6.774923157859823,0.3672215329483429
Favorita,mage_placebo,8,7.151744737046092,0.3542432796800592
Favorita,mage_placebo,9,8.018760228459435,0.4379211945748024
Favorita,mage_placebo,10,6.5625111317721965,0.3510958537748814
Favorita,mage_placebo,11,10.84308079316936,0.4122807189028156
Favorita,mage_placebo,12,15.94657437198876,0.42600536698186986
Favorita,mage_placebo,13,7.649853882039494,0.418940186939411
Favorita,mage_placebo,14,6.921583338444018,0.44154675216341943
Favorita,mage_placebo,15,7.79844250020091,0.45345559765991755
Favorita,mage_placebo,16,7.726371160043794,0.4383224790271127
Favorita,mage_placebo,17,8.257905837302498,0.4071797020297237
Favorita,mage_placebo,18,10.961214389495645,0.37912529500601627
Favorita,mage_placebo,19,11.770368855713325,0.3967879995185128
Favorita,mage_placebo,20,7.650071905810892,0.39135988770517427
Favorita,mage_placebo,21,6.941301842355802,0.40920598415393233
Favorita,mage_placebo,22,8.294731520120928,0.413253364735422
Favorita,mage_placebo,23,7.102364636681697,0.4785132752304423
Favorita,mage_placebo,24,8.277003231976916,0.4359848305613294
Favorita,mage_placebo,25,10.554258379128612,0.396986591829098
Favorita,mage_placebo,26,16.33520494759439,0.4244891988566347
Favorita,mage_placebo,27,6.746593873809598,0.4041581079703858
Favorita,mage_placebo,28,5.798890257440795,0.41104754507932667
Favorita,metadata_embedding_tcn,1,8.298414742560299,0.448503107101322
Favorita,metadata_embedding_tcn,2,6.337627598673198,0.3684500561782787
Favorita,metadata_embedding_tcn,3,8.846156314190155,0.3865252053627926
Favorita,metadata_embedding_tcn,4,12.654443502715893,0.39887249040611955
Favorita,metadata_embedding_tcn,5,13.736089894791812,0.45271162686252236
Favorita,metadata_embedding_tcn,6,11.262139105456479,0.4654439018452373
Favorita,metadata_embedding_tcn,7,7.489503740123761,0.40591068991025586
Favorita,metadata_embedding_tcn,8,7.471109005243138,0.37027653333466376
Favorita,metadata_embedding_tcn,9,7.994156616972185,0.4391112245445653
Favorita,metadata_embedding_tcn,10,6.788740892643913,0.3621007128925115
Favorita,metadata_embedding_tcn,11,11.51899982334839,0.4373726760575975
Favorita,metadata_embedding_tcn,12,15.140173881970068,0.4041253161945458
Favorita,metadata_embedding_tcn,13,7.064294874723311,0.39084173190915755
Favorita,metadata_embedding_tcn,14,7.740379022319376,0.49522287623794664
Favorita,metadata_embedding_tcn,15,8.054718495206332,0.466550887763007
Favorita,metadata_embedding_tcn,16,7.436617267370959,0.42565129923986883
Favorita,metadata_embedding_tcn,17,9.132676465864535,0.4500502966608717
Favorita,metadata_embedding_tcn,18,10.023919174038333,0.34808728901066677
Favorita,metadata_embedding_tcn,19,11.816769805752937,0.39859522960067795
Favorita,metadata_embedding_tcn,20,8.046594222423472,0.41217967315222537
Favorita,metadata_embedding_tcn,21,7.864861814291389,0.46464783941041016
Favorita,metadata_embedding_tcn,22,8.41364606609683,0.42035503644175676
Favorita,metadata_embedding_tcn,23,6.773187555280732,0.4559731326211295
Favorita,metadata_embedding_tcn,24,8.411909890377228,0.4423757813582726
Favorita,metadata_embedding_tcn,25,10.311405346671371,0.3912199996874023
Favorita,metadata_embedding_tcn,26,16.32729783413219,0.422034601868932
Favorita,metadata_embedding_tcn,27,7.632276022103097,0.4558796197366822
Favorita,metadata_embedding_tcn,28,7.425530562779786,0.5260982171937809
Favorita,mixlinear,1,7.497962676191035,0.39540718083276116
Favorita,mixlinear,2,6.829218394520843,0.38967659925879283
Favorita,mixlinear,3,9.247117824613312,0.4043727344327977
Favorita,mixlinear,4,14.120393228236539,0.42039101226869835
Favorita,mixlinear,5,14.163219085446109,0.44466510322302555
Favorita,mixlinear,6,11.826203322079445,0.45893763972337737
Favorita,mixlinear,7,6.90003550104153,0.37354767536732136
Favorita,mixlinear,8,8.546791854795114,0.42361751788086094
Favorita,mixlinear,9,7.210495472653412,0.39720420845420473
Favorita,mixlinear,10,6.255393513338066,0.33380290417558434
Favorita,mixlinear,11,9.091661991454936,0.3444722199224081
Favorita,mixlinear,12,18.13358945434476,0.48369271848738055
Favorita,mixlinear,13,6.775054834801474,0.36679344116985885
Favorita,mixlinear,14,6.27106213863985,0.4004674511713684
Favorita,mixlinear,15,7.0122639191003495,0.40287836487166884
Favorita,mixlinear,16,8.36427022513048,0.48031089584308145
Favorita,mixlinear,17,7.389191029542758,0.3648995184393646
Favorita,mixlinear,18,9.233336416291602,0.3174379016187545
Favorita,mixlinear,19,12.167226116892731,0.4077239539250811
Favorita,mixlinear,20,7.617145870202854,0.389887075961148
Favorita,mixlinear,21,7.168498919481113,0.4160137460220956
Favorita,mixlinear,22,8.538333549028561,0.42664635560767966
Favorita,mixlinear,23,7.1210803829593425,0.4804073144588093
Favorita,mixlinear,24,8.576954731381969,0.4573194520806575
Favorita,mixlinear,25,8.558832388748357,0.322838321622153
Favorita,mixlinear,26,18.666658014132654,0.48829665595676897
Favorita,mixlinear,27,7.103741923526481,0.4226253580943145
Favorita,mixlinear,28,5.758930020862156,0.4084408918472893
Favorita,mtgnn_native,1,8.037567808603248,0.44289824690959567
Favorita,mtgnn_native,2,6.305816564258233,0.37458077990278166
Favorita,mtgnn_native,3,8.875292967931355,0.38730346741761373
Favorita,mtgnn_native,4,12.388584002033795,0.40100024429993475
Favorita,mtgnn_native,5,15.154367221551544,0.500366711696851
Favorita,mtgnn_native,6,11.620834068659647,0.4799795263588642
Favorita,mtgnn_native,7,7.84528436632252,0.4245000464535012
Favorita,mtgnn_native,8,7.916429572046539,0.39520066442046287
Favorita,mtgnn_native,9,7.943921885420971,0.43685084686865877
Favorita,mtgnn_native,10,7.350602758031936,0.3940570515469044
Favorita,mtgnn_native,11,11.870038339127728,0.45191730765999366
Favorita,mtgnn_native,12,17.311804441316628,0.4660904295304994
Favorita,mtgnn_native,13,7.805765209862112,0.43853023417558895
Favorita,mtgnn_native,14,7.388005404928584,0.4725026235791581
Favorita,mtgnn_native,15,8.759586836728785,0.5142442720713316
Favorita,mtgnn_native,16,7.613258031617712,0.436926910256748
Favorita,mtgnn_native,17,9.643868389937246,0.4768348006072373
Favorita,mtgnn_native,18,10.923701060406955,0.37946198188687874
Favorita,mtgnn_native,19,13.122497905514857,0.44017932392626186
Favorita,mtgnn_native,20,8.724459021198161,0.4477691020073899
Favorita,mtgnn_native,21,7.841293226399769,0.4693818764003807
Favorita,mtgnn_native,22,8.1729503441556,0.40777307843634086
Favorita,mtgnn_native,23,7.2066152399796755,0.4850972522254842
Favorita,mtgnn_native,24,8.697068685955472,0.457208641844662
Favorita,mtgnn_native,25,10.529918980414486,0.3980618629368872
Favorita,mtgnn_native,26,15.681510404304223,0.40832415215082696
Favorita,mtgnn_native,27,7.57034153121489,0.4525965134836016
Favorita,mtgnn_native,28,7.121612898803052,0.5108278633651079
Favorita,mtgnn_no_graph,1,7.245702023431658,0.39215978933999474
Favorita,mtgnn_no_graph,2,6.137116951081488,0.3595851835666954
Favorita,mtgnn_no_graph,3,8.888249515521306,0.3876929779440396
Favorita,mtgnn_no_graph,4,11.251221807337837,0.35378763541401737
Favorita,mtgnn_no_graph,5,12.561301127039355,0.4160547225234097
Favorita,mtgnn_no_graph,6,12.50909414742786,0.5208474945271786
Favorita,mtgnn_no_graph,7,7.519527563839047,0.4069929977792892
Favorita,mtgnn_no_graph,8,7.4918129705168575,0.373107973263258
Favorita,mtgnn_no_graph,9,7.832411173068816,0.42979802626003016
Favorita,mtgnn_no_graph,10,6.470922516589916,0.3455827247149436
Favorita,mtgnn_no_graph,11,10.474173870480355,0.3984063035188959
Favorita,mtgnn_no_graph,12,15.959663378898009,0.4289850541571738
Favorita,mtgnn_no_graph,13,7.1586067811022565,0.39747544481458563
Favorita,mtgnn_no_graph,14,7.03685067816649,0.4506287998513405
Favorita,mtgnn_no_graph,15,8.451842176767043,0.4880070037066242
Favorita,mtgnn_no_graph,16,7.484087174882491,0.42841464473181495
Favorita,mtgnn_no_graph,17,8.911931152558989,0.4351937059178356
Favorita,mtgnn_no_graph,18,12.186288994421929,0.4254880269875952
Favorita,mtgnn_no_graph,19,12.341391797602913,0.4119774370074978
Favorita,mtgnn_no_graph,20,8.303089668537362,0.4246908286122601
Favorita,mtgnn_no_graph,21,7.221356766698538,0.4266434872594496
Favorita,mtgnn_no_graph,22,8.203090265246084,0.4101719419770612
Favorita,mtgnn_no_graph,23,6.413349980888544,0.4316689546008413
Favorita,mtgnn_no_graph,24,8.149121186652302,0.42800018243233484
Favorita,mtgnn_no_graph,25,10.273571577263468,0.39092531405793474
Favorita,mtgnn_no_graph,26,16.048813841758687,0.41998641860124086
Favorita,mtgnn_no_graph,27,7.0044921132885385,0.4191260552753548
Favorita,mtgnn_no_graph,28,6.606461532616321,0.46931522900242634
Favorita,mtgnn_placebo,1,7.564931898550303,0.41600155971790825
Favorita,mtgnn_placebo,2,7.219229629198894,0.42706483875922774
Favorita,mtgnn_placebo,3,8.893030519576536,0.38750157533386215
Favorita,mtgnn_placebo,4,13.12891894105224,0.4166631802780706
Favorita,mtgnn_placebo,5,15.81699407580826,0.5264796562705953
Favorita,mtgnn_placebo,6,10.823294614710742,0.44387428927154304
Favorita,mtgnn_placebo,7,7.44900075322316,0.4031699090302309
Favorita,mtgnn_placebo,8,8.621833929327535,0.43021301767817266
Favorita,mtgnn_placebo,9,7.652630142718094,0.4173332723180417
Favorita,mtgnn_placebo,10,6.90648783205284,0.3701750496642008
Favorita,mtgnn_placebo,11,11.00272955743619,0.41751679074265025
Favorita,mtgnn_placebo,12,16.964908787470176,0.4531849779646857
Favorita,mtgnn_placebo,13,7.2144029344305585,0.3984203743610411
Favorita,mtgnn_placebo,14,6.653255557443625,0.4246411560317124
Favorita,mtgnn_placebo,15,8.70713854369558,0.5113875823620533
Favorita,mtgnn_placebo,16,7.620068554782573,0.43682200717245134
Favorita,mtgnn_placebo,17,9.599006157699558,0.47698182407128376
Favorita,mtgnn_placebo,18,10.530677012786454,0.3639186006957202
Favorita,mtgnn_placebo,19,13.03077363188804,0.4414643890337111
Favorita,mtgnn_placebo,20,8.250733810405672,0.4237856757359529
Favorita,mtgnn_placebo,21,7.665159309738211,0.46291153364992277
Favorita,mtgnn_placebo,22,7.958997883730465,0.3968200543522694
Favorita,mtgnn_placebo,23,6.788393617761724,0.45706619629345785
Favorita,mtgnn_placebo,24,8.428936735356665,0.44366944566741306
Favorita,mtgnn_placebo,25,9.473162133127083,0.357515896995678
Favorita,mtgnn_placebo,26,15.66085562330705,0.40782132259183046
Favorita,mtgnn_placebo,27,7.065471306434016,0.42180977442881235
Favorita,mtgnn_placebo,28,6.761410741811549,0.48903660418445916
Favorita,nlinear,1,6.752938747258834,0.35796679051162866
Favorita,nlinear,2,7.531548895953613,0.43573262564403414
Favorita,nlinear,3,9.026197505291599,0.3935055781761519
Favorita,nlinear,4,14.691056901290093,0.4396295901594155
Favorita,nlinear,5,15.01350102306884,0.4674655525721197
Favorita,nlinear,6,14.086233394307856,0.5516595250028762
Favorita,nlinear,7,7.444510094251162,0.4034376886221723
Favorita,nlinear,8,7.88703097090309,0.3878608245648667
Favorita,nlinear,9,7.166880618937221,0.3928765970256485
Favorita,nlinear,10,7.831453709249143,0.41573845798983416
Favorita,nlinear,11,10.319364744939922,0.38898601268649025
Favorita,nlinear,12,19.480554354632343,0.5187192251166323
Favorita,nlinear,13,7.581965091934911,0.4133161709426345
Favorita,nlinear,14,6.350044747193654,0.40557281650693544
Favorita,nlinear,15,7.78698759564647,0.4472935371344591
Favorita,nlinear,16,9.656695622831215,0.5581795764111426
Favorita,nlinear,17,9.0843972871333,0.44248912415221814
Favorita,nlinear,18,11.008292394950066,0.3743645215946414
Favorita,nlinear,19,14.577381625587558,0.48665528808454905
Favorita,nlinear,20,8.010461237695482,0.40889382246761136
Favorita,nlinear,21,7.522576208909353,0.441855730378508
Favorita,nlinear,22,8.449254709408608,0.42134590941295275
Favorita,nlinear,23,7.613286255502406,0.5124457053597067
Favorita,nlinear,24,9.111523947303677,0.48360512199233596
Favorita,nlinear,25,9.84643745628404,0.36561840132159296
Favorita,nlinear,26,18.798165341807003,0.49709496277238013
Favorita,nlinear,27,6.599627221219333,0.39450137112053957
Favorita,nlinear,28,5.9610764437619554,0.4204788639131892
Favorita,patchtst,1,8.037768703110423,0.4351637637480079
Favorita,patchtst,2,7.877319475640486,0.4604122687374688
Favorita,patchtst,3,9.221947484730201,0.40212577769689317
Favorita,patchtst,4,14.741227600235996,0.4501351884404672
Favorita,patchtst,5,15.576914038959845,0.4906923400529874
Favorita,patchtst,6,13.349060939142,0.5274382158962967
Favorita,patchtst,7,7.144745718365834,0.3873210473393191
Favorita,patchtst,8,7.191491778875575,0.35752460067029823
Favorita,patchtst,9,8.115303813675304,0.4419207713423329
Favorita,patchtst,10,9.058374082453458,0.4813248631845332
Favorita,patchtst,11,10.904589299949599,0.4123808380876853
Favorita,patchtst,12,17.79248603655968,0.47160528550330305
Favorita,patchtst,13,7.771285166343053,0.42657636497059614
Favorita,patchtst,14,6.966889572621863,0.44545383385092574
Favorita,patchtst,15,8.466302107256135,0.48882207216963924
Favorita,patchtst,16,10.006095875634086,0.5834623916544817
Favorita,patchtst,17,9.253947046141567,0.45776689772294493
Favorita,patchtst,18,11.659598873132541,0.40206245348902137
Favorita,patchtst,19,13.048827629619176,0.4366089233327122
Favorita,patchtst,20,9.042831885042013,0.46181931114721014
Favorita,patchtst,21,7.6409341292984685,0.4497543264349207
Favorita,patchtst,22,10.004185170781465,0.49594464087008244
Favorita,patchtst,23,9.394669601247635,0.6340044864090701
Favorita,patchtst,24,9.492167207046792,0.5027569635307692
Favorita,patchtst,25,10.568453160333044,0.3973621356858328
Favorita,patchtst,26,18.555670621218507,0.49660805175786993
Favorita,patchtst,27,7.591701844077052,0.4543339425392874
